	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:RBD P:VBTS nagsimula 2561 52 		Context - ,|PMC at|CCA *nagsimula|VBTS* nang|RBW sakupin|VBOF 
G:RBD P:VBTS nakaayos 4443 30 		Context - bases|NNC na|CCP *nakaayos|VBTS* sa|CCT sulok|NNC 
G:RBD P:VBTS nakabase 4047 3 		Context - karagdagan|NNC ,|PMC *nakabase|VBTS* ang|DTC teritoryo|NNC 
G:RBD P:VBTS nakakuha 602 22 		Context - kung|RBK saan|RBQ *nakakuha|VBTS* ng|CCB pansin|NNC 
G:RBD P:VBTS nakalipas 450 3 		Context - araw|NNC na’ng|RBW *nakalipas|VBTS* ,|PMC lumabas|VBAF 
G:RBD P:VBTS nakapreserba 3235 23 		Context - mahusay|JJD na|CCP *nakapreserba|VBTS* :|PMS “|NNCA 
G:RBD P:VBTS nakatira 112 43 		Context - ang_mga|DTCP independenteng|JJD_CCP *nakatira|VBTS* sa|CCT kaparehong|JJC_CCP 
G:RBD P:VBTS nakatulong 3233 27 		Context - ,|PMC na|CCP *nakatulong|VBTS* ilunsad|VBOF ang|DTC 
G:RBD P:VBTS nakatuon 2558 12 		Context - publisher|NNC na|CCP *nakatuon|VBTS* sa|CCT isang|PRI_CCP 
G:RBD P:VBTS nawala 1106 1 		Context - Naisipang|RBD_CCP *nawala|VBTS* ang|DTC kopya|NNC 
G:RBD P:VBTS_VBOF isinulat 2152 9 		Context - 1789|CDB ,|PMC *isinulat|VBTS_VBOF* ng|CCB isa-isa|RBD 
G:RBD P:VBTS_VBOF pinasiyahan 2610 11 		Context - partikular|JJD na|CCP *pinasiyahan|VBTS_VBOF* ng|CCB kataas-taasang|JJD_CCP 
G:RBD P:VBW Matapos 3526 0 		Context - *Matapos|VBW* magkasundo|VBW sa|CCT 
G:RBD P:VBW magkaroon 2515 4 		Context - ,|PMC maaaring|RBM *magkaroon|VBW* ng|CCB kalubhaan|NNC 
G:RBD P:VBW matapos 5061 13 		Context - kinukuha|VBTR ito|PRO *matapos|VBW* magtapos|VBW sa|CCT 
G:RBD_CCP P:JJD_CCP bagong 4791 35 		Context - pagpapasok|NNC ng|CCB *bagong|JJD_CCP* mapaglarawang|JJD_CCP mga|DTCP 
G:RBD_CCP P:JJD_CCP bagong 6220 5 		Context - chickenpox|FW ang|DTC *bagong|JJD_CCP* naimpeksyunang|VBTS_CCP indibidwal|NNC 
G:RBD_CCP P:JJD_CCP bahagyang 578 12 		Context - nabigyan|VBTS ng|CCB *bahagyang|JJD_CCP* pinagrabeng|VBTS_CCP laki|NNC 
G:RBD_CCP P:JJD_CCP huling 2905 5 		Context - para_sa|RBB mga|DTCP *huling|JJD_CCP* malaking|JJD_CCP oceanic|FW 
G:RBD_CCP P:JJD_CCP karaniwang 1184 1 		Context - Ang|DTC *karaniwang|JJD_CCP* nagpanukala|VBTS na|CCP 
G:RBD_CCP P:JJD_CCP karaniwang 1518 8 		Context - ito|PRO ay|LM *karaniwang|JJD_CCP* nahahanay|VBTR kay|DTP 
G:RBD_CCP P:JJD_CCP karaniwang 3565 3 		Context - rigadera|NNC ang_mga|DTCP *karaniwang|JJD_CCP* pang-iwas|JJD sunog|NNC 
G:RBD_CCP P:JJD_CCP maling 4678 12 		Context - pagsisiyasat|NNC ,|PMC *maling|JJD_CCP* napagkaalaman|VBTS na|CCP 
G:RBD_CCP P:JJD_CCP muling 3200 8 		Context - palasyo|NNC ng|CCB *muling|JJD_CCP* idisenyo|VBOF ang|DTC 
G:RBD_CCP P:JJD_CCP pampublikong 223 9 		Context - mundo|NNC at|CCA *pampublikong|JJD_CCP* ipinagbunyi|VBOF ang_mga|DTCP 
G:RBD_CCP P:JJD_CCP pribadong 2679 46 		Context - publiko|NNC at|CCA *pribadong|JJD_CCP* nangangasiwa|VBTR .|PMP 
G:RBD_CCP P:RBM Maaring 2396 0 		Context - *Maaring|RBM* tangkahing|VBTF “|NNCA 
G:RBD_CCP P:RBM maaaring 2515 3 		Context - karagdagan|NNC ,|PMC *maaaring|RBM* magkaroon|VBW ng|CCB 
G:RBD_CCP P:RBW Madalas 4361 0 		Context - *Madalas|RBW* pagkamalang|VBW_CCP Itim|JJD 
G:RBD_CCP P:RBW_CCP Kadalasang 154 0 		Context - *Kadalasang|RBW_CCP* naigiging|VBTR makahulugan|JJD 
G:RBD_CCP P:RBW_CCP Muling 3212 0 		Context - *Muling|RBW_CCP* binigyang|VBOF_CCP pansin|NNC 
G:RBD_CCP P:VBTR_CCP inaasahang 3030 8 		Context - susunod|VBTF na|CCP *inaasahang|VBTR_CCP* sabay-sabay|JJD na|CCP 
G:RBD_CCP P:VBTR_CCP tinatayang 3216 21 		Context - paglago|NNC ng|CCB *tinatayang|VBTR_CCP* magtataas|VBTF ng|CCB 
G:RBF P:VBN_CCP walang 2234 16 		Context - barko|NNC at|CCA *walang|VBN_CCP* nabigay|VBTS na|CCP 
G:RBF P:VBN_CCP walang 2731 16 		Context - Barclay|NNP ,|PMC *walang|VBN_CCP* kwenta|NNC ang|DTC 
G:RBF P:VBN_CCP walang 3497 20 		Context - Unidos|NNP hangga’t|RBW *walang|VBN_CCP* pahintulot|NNC sa|CCT 
G:RBF P:VBN_CCP walang 690 29 		Context - paglilitis|NNC na|CCP *walang|VBN_CCP* kinikilingan|VBTR at|CCA 
G:RBF P:VBN_CCP walang 854 14 		Context - militar|NNC at|CCA *walang|VBN_CCP* bakas|NNC ng|CCB 
G:RBF_CCP P:VBN_CCP walang 4121 3 		Context - salungat|NNC ,|PMC *walang|VBN_CCP* orasan|NNC ang|DTC 
G:RBI P:CCP na 1141 4 		Context - ang|DTC katotohanan|NNC *na|CCP* sa|CCT bawat|PRI 
G:RBI P:CCP na 118 16 		Context - “|FW Naghihingalo|VBTR *na|CCP* ang_mga|DTCP Hamiltonians|NNP 
G:RBI P:CCP na 1668 6 		Context - na|CCP wala|VBN *na|CCP* ito|PRO sa|CCT 
G:RBI P:CCP na 1698 1 		Context - Inaasahan|RBD *na|CCP* magbunga|VBW ng|CCB 
G:RBI P:CCP na 1737 40 		Context - bayan|NNC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 1774 9 		Context - Brazzaville|NNP kasama|CCB *na|CCP* ang|DTC pinagsamang|VBRF_CCP 
G:RBI P:CCP na 1998 20 		Context - ,|PMC kasama|CCB *na|CCP* ang_mga|DTCP kaso|NNC 
G:RBI P:CCP na 2003 19 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 2127 10 		Context - ,|PMC katulad|JJC *na|CCP* lamang|RBI ni|DTP 
G:RBI P:CCP na 2148 35 		Context - at|CCA nalulunod|VBTR *na|CCP* ang|DTC tatus|NNC 
G:RBI P:CCP na 2188 1 		Context - Pinaniniwalaan|VBTR *na|CCP* hindi|RBF sinuot|VBOF 
G:RBI P:CCP na 2695 22 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 2695 33 		Context - ,|PMC kabilang|CCT *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 2978 10 		Context - halos|JJD imposible|JJD *na|CCP* ito|PRO mapantay|VBW 
G:RBI P:CCP na 3155 17 		Context - ,|PMC pati|CCA *na|CCP* ang|DTC gampanin|NNC 
G:RBI P:CCP na 3215 9 		Context - ,|PMC pati|CCA *na|CCP* ang|DTC ilang|PRI_CCP 
G:RBI P:CCP na 3221 7 		Context - sa_siyudad|RBL lalo|JJCC *na|CCP* sa_distrito|RBL ng|CCB 
G:RBI P:CCP na 3341 26 		Context - kasalukuyang|RBW_CCP nanunungkulan|VBTR *na|CCP* si|DTP Culbert|NNP 
G:RBI P:CCP na 3375 12 		Context - ,|PMC partikular|JJD *na|CCP* ang|DTC paggawa|NNC 
G:RBI P:CCP na 3567 7 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI ang_mga|DTCP 
G:RBI P:CCP na 3580 14 		Context - ,|PMC nakitaan|VBTS *na|CCP* ang|DTC Cyprus|NNP 
G:RBI P:CCP na 3606 1 		Context - Itinuturing|VBTR *na|CCP* sa|CCT pabor|NNC 
G:RBI P:CCP na 3657 1 		Context - Higit|JJCC *na|CCP* sinuportahan|VBTS ni|DTP 
G:RBI P:CCP na 3673 7 		Context - siglo|NNC ,|PMC *na|CCP* may|VBH pandaigdig|JJD 
G:RBI P:CCP na 3687 33 		Context - na|CCP samahan|NNC *na|CCP* siya|PRS na|CCP 
G:RBI P:CCP na 3691 1 		Context - Nakikitaan|VBTR *na|CCP* sa|CCT 1,500|CDB 
G:RBI P:CCP na 3875 4 		Context - ay|LM natatakpan|VBTR *na|CCP* ng|CCB lansangan|NNC 
G:RBI P:CCP na 3980 11 		Context - (|PMS pati|CCA *na|CCP* ang|DTC Irish|NNP 
G:RBI P:CCP na 3992 6 		Context - Portugal|NNP ,|PMC *na|CCP* ang|DTC pangalan|NNC 
G:RBI P:CCP na 4312 16 		Context - ,|PMC deretso|JJD *na|CCP* may|VBH pagkahalata|NNC 
G:RBI P:CCP na 4401 11 		Context - isang|PRI_CCP pabilog|JJD *na|CCP* salamin|NNC .|PMP 
G:RBI P:CCP na 4630 19 		Context - at|CCA naplano|VBTS *na|CCP* ang_mga|DTCP pagpapaganda|NNC 
G:RBI P:CCP na 5245 26 		Context - lungsod|NNC kabilang|CCB *na|CCP* ang|DTC lungsod|NNC 
G:RBI P:CCP na 5346 12 		Context - sa|CCT susunod|VBTF *na|CCP* dekada|NNC ,|PMC 
G:RBI P:CCP na 5528 3 		Context - ,|PMC kahit|CCT *na|CCP* mas|JJCC malapit|JJD 
G:RBI P:CCP na 5584 15 		Context - parangal|NNC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 595 14 		Context - na|CCP puwersa|NNC *na|CCP* ang|DTC layunin|NNC 
G:RBI P:CCP na 6016 8 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI pagkamatay|VBW 
G:RBI P:CCP na 6050 49 		Context - -|PMS kahit|CCT *na|CCP* ang|DTC bilang|NNC 
G:RBI P:CCP na 6083 19 		Context - ,|PMC kahit|CCT *na|CCP* mas|JJCC kwadrado|JJD 
G:RBI P:CCP na 6093 17 		Context - madami|PRI tao|NNC *na|CCP* bumibili|VBTR_VBAF ng|CCB 
G:RBI P:CCP na 6325 17 		Context - Auckland|NNP pati|CCA *na|CCP* rin|RBI sa_kanluraning|RBL_CCP 
G:RBI P:CCP na 6352 10 		Context - Service|NNP kasama|CCB *na|CCP* ang|DTC Mississippi|NNP 
G:RBI P:CCP na 6354 17 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 6525 17 		Context - ,|PMC pati|CCA *na|CCP* rin|RBI ang|DTC 
G:RBI P:CCP na 851 4 		Context - halos|RBN hindi|RBF *na|CCP* madinig|VBW ang_mga|DTCP 
G:RBI P:CCP na 986 1 		Context - Madalas|RBD *na|CCP* may|VBH kasamang|CCB_CCP 
G:RBI P:VBW Malamang 4854 0 		Context - *Malamang|VBW* na|RBI ang|DTC 
G:RBI_LM P:VBW ma’y 933 14 		Context - na|CCP kailan|PRQ *ma’y|VBW* hindi|RBF pa|RBI 
G:RBK P:CCR Kapag 1216 0 		Context - *Kapag|CCR* tinampat|VBOF ang_mga|DTCP 
G:RBK P:CCR Kapag 2173 0 		Context - *Kapag|CCR* ipinagsama|VBOF ang|DTC 
G:RBK P:CCR Kapag 232 0 		Context - *Kapag|CCR* nakatitig|VBTS sa|CCT 
G:RBK P:CCR Kung 2352 0 		Context - *Kung|CCR* ihahambing|VBTF sa|CCT 
G:RBK P:CCR Kung 2439 0 		Context - *Kung|CCR* tutuusin|VBTF ,|PMC 
G:RBK P:CCR kapag 411 16 		Context - lalo|JJCC na|RBI *kapag|CCR* hinahalintulad|VBTR_VBOF ang_mga|DTCP 
G:RBK P:CCR kung 443 24 		Context - ng_mga|DTCP arbitrasyon|NNC *kung|CCR* sakaling|RBK magkaroon|VBW 
G:RBL P:CCT Sa 2875 0 		Context - *Sa|CCT* Battle_of_Sao_Mamede|FW ,|PMC 
G:RBL P:CCT Sa 3473 0 		Context - *Sa|CCT* panahon|NNC na|CCP 
G:RBL P:CCT sa 1018 6 		Context - District|NNP ,|PMC *sa|CCT* hilagang-kanluran|JJD_CCP ng|CCB 
G:RBL P:CCT sa 130 30 		Context - ,|PMC nakaantala|VBTS *sa|CCT* katatagang|JJD_CCP pulitika|NNC 
G:RBL P:CCT sa 2107 24 		Context - ,|PMC isinanib|VBTS *sa|CCT* kapangyarihan|NNC ng|CCB 
G:RBL P:CCT sa 2259 5 		Context - mga|DTCP Muslim|NNP *sa|CCT* Ourique|NNP noong|RBW_CCP 
G:RBL P:CCT sa 2663 31 		Context - at|CCA nakatira|VBTS *sa|CCT* São|NNP Paulo|NNP 
G:RBL P:CCT sa 2849 4 		Context - 1100s|CDB ,|PMC *sa|CCT* panahon|NNC ng|CCB 
G:RBL P:CCT sa 2875 29 		Context - Peres_de_Trava|NNP ,|PMC *sa|CCT* laban|NNC -|PMS 
G:RBL P:CCT sa 3280 3 		Context - 868|CDB ,|PMC *sa|CCT* panahon|NNC ng|CCB 
G:RBL P:CCT sa 3992 18 		Context - ay|LM ibinahagi|VBTS *sa|CCT* iba|PRI sa|CCT 
G:RBL P:CCT sa 3992 20 		Context - sa|CCT iba|PRI *sa|CCT* Iberian|NNP peninsula|NNC 
G:RBL P:CCT sa 4329 21 		Context - na|CCP paunawa|NNC *sa|CCT* mundo|NNC ng|CCB 
G:RBL P:CCT sa 4356 20 		Context - per|FW capita|FW *sa|CCT* mga|DTCP bansa|NNC 
G:RBL P:CCT sa 4805 2 		Context - Ang|DTC ilan|PRI *sa|CCT* mga|DTCP pinakamaagang|JJCS_JJD_CCP 
G:RBL P:CCT sa 810 5 		Context - ay|LM nangyayari|VBTR *sa|CCT* Hilagang-silangang|JJD_CCP bahagi|NNC 
G:RBL P:CCU sa_pagitan 451 51 		Context - na|CCP relasyon|NNC *sa_pagitan|CCU* ng|CCB apat|JJN 
G:RBL P:JJD ilalim 250 6 		Context - ay|LM nasa|RBL *ilalim|JJD* pa|RBI ng|CCB 
G:RBL P:JJD silangan 943 25 		Context - puwersa|NNC sa_dakong|RBL *silangan|JJD* .|PMP 
G:RBL P:NNC lungsod 2441 10 		Context - na|CCP pag-unlad_sa|NNC *lungsod|NNC* ang|DTC pagtayo|NNC 
G:RBL P:RBW Mula 1605 0 		Context - *Mula|RBW* 21°C|CDB hanggang|RBW 
G:RBL P:RBW Mula 5131 0 		Context - *Mula|RBW* pa|RBI sa|CCT 
G:RBL P:RBW hanggang 1269 31 		Context - mula|RBW symphonies|FW *hanggang|RBW* ballets|FW ,|PMC 
G:RBL P:RBW hanggang 1895 36 		Context - Hart|NNP Plaza|NNP *hanggang|RBW* MacArthur|NNP Bridge|NNP 
G:RBL P:RBW hanggang 4592 6 		Context - -15°c|NNPA )|PMS *hanggang|RBW* dalawampu|CDB (|PMS 
G:RBL P:RBW hanggang 4898 10 		Context - ng|CCB Cebu|NNP *hanggang|RBW* sa|CCT Talisay|NNP 
G:RBL P:RBW hanggang 6013 10 		Context - noong|RBW_CCP 1841|CDB *hanggang|RBW* 12,423|CDB pagsapit|VBW 
G:RBL P:RBW mula 1269 29 		Context - istilo|NNC ,|PMC *mula|RBW* symphonies|FW hanggang|RBW 
G:RBL P:RBW sa_pagitan 1886 9 		Context - ang|DTC pahinga|NNC *sa_pagitan|RBW* ng|CCB itaas|JJD 
G:RBL P:VBTS Nanggaling 2568 0 		Context - *Nanggaling|VBTS* ito|PRO sa|CCT 
G:RBL_NNP P:NNP Zanzibar 3450 18 		Context - at|CCA sa|CCT *Zanzibar|NNP* .|PMP 
G:RBL_NNP P:RBL sa_Amapá 864 13 		Context - galing_sa|RBL base|NNC *sa_Amapá|RBL* ,|PMC Igarape|NNP 
G:RBM P:PRI_CCP maraming 2267 13 		Context - ,|PMC at|CCA *maraming|PRI_CCP* karpintero|NNC ang|DTC 
G:RBM P:VBS Maaari 1037 0 		Context - *Maaari|VBS* itong|PRO_CCP mangyari|VBW 
G:RBM P:VBS Maaari 1091 0 		Context - *Maaari|VBS* ring|RBI_CCP maapektuhan|VBW 
G:RBM P:VBS maaari 1129 11 		Context - tirahan|NNC ,|PMC *maaari|VBS* rin|RBI itong|PRO_CCP 
G:RBM P:VBS maaari 141 7 		Context - koleksyon|NNC ,|PMC *maaari|VBS* silang|PRP_CCP huminto|VBAF 
G:RBM P:VBS_CCP Maaaring 876 13 		Context - Flaherty|NNP “|FW *Maaaring|VBS_CCP* manatili|VBW ang_mga|DTCP 
G:RBM_CCP P:JJD_CCP posibleng 777 12 		Context - ‿|FW at|CCA *posibleng|JJD_CCP* nagsimula|VBTS sa|CCT 
G:RBN P:JJD Halos 3023 0 		Context - *Halos|JJD* tatlong|JJN_CCP daan|NNC 
G:RBN P:JJD Halos 3810 0 		Context - *Halos|JJD* ang|DTC buong|PRI_CCP 
G:RBN P:JJD halos 2371 5 		Context - lungsod|NNC na|CCP *halos|JJD* isang|JJN_CCP milyong|NNC_CCP 
G:RBN P:JJD halos 2751 6 		Context - magulang|NNC ang|DTC *halos|JJD* lahat|PRI ng|CCB 
G:RBN P:JJD halos 2978 8 		Context - mahirap|JJD at|CCA *halos|JJD* imposible|JJD na|CCP 
G:RBN P:JJD halos 3043 14 		Context - at|CCA sa|CCT *halos|JJD* lahat|PRI ng|CCB 
G:RBN P:JJD halos 369 7 		Context - Portugal|NNP ang|DTC *halos|JJD* lahat|PRI ng|CCB 
G:RBN P:RBL Nasa 4959 0 		Context - *Nasa|RBL* 2,440,120|CDB ang|DTC 
G:RBR P:RBB para_sa 5104 33 		Context - ang|DTC salita|NNC *para_sa|RBB* binhi|NNC .|PMP 
G:RBS P:NNC bye 5876 18 		Context - kahit|CCT isang|PRI_CCP *bye|NNC* mula_sa|RBL unang|JJN_CCP 
G:RBS_CCP P:VBTS nawa’y 1072 130 		Context - katawan|NNC ;|PMSC *nawa’y|VBTS* ang|DTC ating|PRSP_CCP 
G:RBT P:JJD tiyak 3166 10 		Context - sa|CCT mga|DTCP *tiyak|JJD* na|CCP batters|NNC 
G:RBT P:JJD_CCP posibleng 813 21 		Context - subsitutions|NNC ang|DTC *posibleng|JJD_CCP* pinaka-kapansin-pansin|JJCS_JJD ng|CCB 
G:RBT P:RBM maaaring 1003 12 		Context - gawa|NNC ay|LM *maaaring|RBM* madaig|VBW itinatag|VBTS_VBOF 
G:RBT P:RBT_CCP pwedeng 1197 3 		Context - pamilihan|NNC na|CCP *pwedeng|RBT_CCP* pagpilian|VBOL sa|CCT 
G:RBT P:VBS Pwede 5749 0 		Context - *Pwede|VBS* din|RBI itong|PRO_CCP 
G:RBT P:VBS pwede 4543 21 		Context - kulay|NNC na|CCP *pwede|VBS* sa|CCT isang|PRI_CCP 
G:RBT_CCP P:RBM maaaring 3310 26 		Context - pitchers|NNC na|CCP *maaaring|RBM* magamit|VBW sa|CCT 
G:RBT_CCP P:RBT pwedeng 5926 15 		Context - manlalaro|NNC ay|LM *pwedeng|RBT* makipaglaban|VBW sa|CCT 
G:RBT_LM P:FW totoo’y 3292 2 		Context - Gayong|PRC_CCP ang|DTC *totoo’y|FW* nag-uri|VBTS si|DTP 
G:RBW P:CCB ng 1891 57 		Context - sa|CCT pagsusuri|NNC *ng|CCB* These_Are_Special_Times|NNP kanilang|PRSP_CCP 
G:RBW P:CCT Kasunod 4666 0 		Context - *Kasunod|CCT* nito|PRO ,|PMC 
G:RBW P:CCT sa 4565 13 		Context - Tobolsk|NNP ,|PMC *sa|CCT* huli|RBW ipinahayag|VBOF 
G:RBW P:JJD dati 2613 7 		Context - nakamtan|VBTS na|CCP *dati|JJD* ang|DTC iilan|PRI 
G:RBW P:JJD karaniwan 2528 5 		Context - nito|PRO ,|PMC *karaniwan|JJD* sa|CCT Oktubre|NNP 
G:RBW P:JJD madalas 1676 6 		Context - pagkain|NNC ang|DTC *madalas|JJD* na|CCP gawin|VBTF 
G:RBW P:JJD malimit 3167 6 		Context - ,|PMC at|CCA *malimit|JJD* dumalo|VBAF sa|CCT 
G:RBW P:JJD pang-araw-araw 2453 23 		Context - sa|CCT kanilang|PRSP_CCP *pang-araw-araw|JJD* na|CCP buhay|NNC 
G:RBW P:JJD susunod 2073 1 		Context - Sa|CCT *susunod|JJD* na|CCP taon|NNC 
G:RBW P:JJD_CCP huling 3824 12 		Context - ‿|FW sa|CCT *huling|JJD_CCP* 1960’s|CDB at|CCA 
G:RBW P:NNC araw 3210 13 		Context - Ohio|NNP noong|RBW_CCP *araw|NNC* na|CCP iyon|PRO 
G:RBW P:NNC huli 2184 2 		Context - Noong|RBW_CCP bandang|JJD_CCP *huli|NNC* ng|CCB ika-18|JJN 
G:RBW P:NNC kalagitnaan 1982 17 		Context - pag-inog|NNC sa|CCT *kalagitnaan|NNC* ng|CCB Marso|NNP 
G:RBW P:NNC kalagitnaan 4361 28 		Context - simula|RBW sa|CCT *kalagitnaan|NNC* ng|CCB Septembre|NNP 
G:RBW P:NNC pagdating 3053 1 		Context - Sa|CCT *pagdating|NNC* ng|CCB digital|FW 
G:RBW P:NNC pagtatapos 4200 1 		Context - Sa|CCT *pagtatapos|NNC* ng|CCB fledging|FW 
G:RBW P:NNC pagtatapos 55 4 		Context - Jefferson|NNP sa|CCT *pagtatapos|NNC* ng|CCB 1793|CDB 
G:RBW P:NNC panahon 2849 5 		Context - ,|PMC sa|CCT *panahon|NNC* ng|CCB muling|RBW_CCP 
G:RBW P:NNC panahon 3280 4 		Context - ,|PMC sa|CCT *panahon|NNC* ng|CCB muling|RBW_CCP 
G:RBW P:NNC panahon 4082 15 		Context - Eurasia|NNP sa|CCT *panahon|NNC* ng|CCB northern|FW 
G:RBW P:NNC wakas 3288 7 		Context - na|RBI sa|CCT *wakas|NNC* ang_mga|DTCP monghe|NNC 
G:RBW P:RBD Madalas 2192 0 		Context - *Madalas|RBD* siyang|PRS_CCP ginagaya|VBTS_VBOF 
G:RBW P:RBD Madalas 4347 0 		Context - *Madalas|RBD* na|CCP kinakailangan|VBTR 
G:RBW P:RBD Madalas 925 0 		Context - *Madalas|RBD* na|CCP mali-mali|JJD 
G:RBW P:RBD kaagad 981 21 		Context - ,|PMC na|CCP *kaagad|RBD* na|CCP pinangalanang|VBTS_CCP 
G:RBW P:RBD madalas 4163 3 		Context - resulta|NNC ,|PMC *madalas|RBD* na|CCP itinuring|VBTS 
G:RBW P:RBD madalas 934 14 		Context - institusyon|NNC ,|PMC *madalas|RBD* nakakatagpo|RBD ng|CCB 
G:RBW P:RBD matagal 1045 3 		Context - katotohanan|NNC ,|PMC *matagal|RBD* nang|RBD nagkakatunggali|VBTR 
G:RBW P:RBD nang 1793 45 		Context - bansa|NNC ‿|RBD *nang|RBD* hindi|RBF sumasabak|VBTR_VBAF 
G:RBW P:RBD nang 3467 21 		Context - paraan|NNC ,|PMC *nang|RBD* walang|RBF nakikitang|VBTR 
G:RBW P:RBD_CCP Karaniwang 6457 0 		Context - *Karaniwang|RBD_CCP* ,|PMC sila|PRP 
G:RBW P:RBD_CCP laging 3991 4 		Context - filders|NNC na|CCP *laging|RBD_CCP* makitungo|VBW nang|RBD 
G:RBW P:RBK kung 4707 32 		Context - (|PMS na|CCP *kung|RBK* saan|RBQ hindi|RBF 
G:RBW P:RBL Sa_loob 198 0 		Context - *Sa_loob|RBL* ng|CCB ilang|PRQ_CCP 
G:RBW P:RBL Sa_loob 3229 1 		Context - “|NNCA *Sa_loob|RBL* ng|CCB isang|JJN_CCP 
G:RBW P:RBL mula 4172 10 		Context - ng|CCB Marque|NNP *mula|RBL* ang|DTC digmaang|NNC_CCP 
G:RBW P:RBL mula_sa 582 28 		Context - ng|CCB Tanzania|NNP *mula_sa|RBL* taon|NNC 2000|CDB 
G:RBW P:RBL sa_loob 3106 14 		Context - likod|NNC nito|PRO *sa_loob|RBL* ng|CCB isang|JJN_CCP 
G:RBW P:RBL sa_loob 4059 17 		Context - ,|PMC at|CCA *sa_loob|RBL* ng|CCB ilang|PRQ_CCP 
G:RBW P:RBL sa_loob 973 17 		Context - dalawang|JJN_CCP tag-araw|NNC *sa_loob|RBL* ng|CCB isang|JJN_CCP 
G:RBW P:RBL sa_pagitan 1174 3 		Context - ang|DTC change-up|NNC *sa_pagitan|RBL* ng|CCB 75|CDB 
G:RBW P:RBL sa_pagitan 339 4 		Context - maikling|JJD_CCP pahinga|NNC *sa_pagitan|RBL* ng|CCB bawat|PRI 
G:RBW P:RBQ saan 4508 6 		Context - ,|PMC kung|RBK *saan|RBQ* walumpu’t|JJN_CCA dalawang|JJN_CCP 
G:RBW P:RBW_CCP Kadalasang 6095 0 		Context - *Kadalasang|RBW_CCP* nililimita|VBTR sa|CCT 
G:RBW P:RBW_CCP Noong 1461 0 		Context - *Noong|RBW_CCP* Hulyo|NNP 1974|CDB 
G:RBW P:RBW_CCP Noong 2393 0 		Context - *Noong|RBW_CCP* 1970’s|CDB ,|PMC 
G:RBW P:RBW_CCP Noong 2514 0 		Context - *Noong|RBW_CCP* 1946|CDB ,|PMC 
G:RBW P:RBW_CCP Noong 2610 0 		Context - *Noong|RBW_CCP* 1833|CDB sa|CCT 
G:RBW P:RBW_CCP Noong 394 0 		Context - *Noong|RBW_CCP* panahon|NNC ng|CCB 
G:RBW P:RBW_CCP Noong 4414 0 		Context - *Noong|RBW_CCP* 1980|CDB ,|PMC 
G:RBW P:RBW_CCP Noong 4616 0 		Context - *Noong|RBW_CCP* 15:30|CDB ang|DTC 
G:RBW P:RBW_CCP Noong 4709 0 		Context - *Noong|RBW_CCP* 2007-07-17|CDB ,|PMC 
G:RBW P:RBW_CCP Noong 4750 0 		Context - *Noong|RBW_CCP* 1772|CDB ,|PMC 
G:RBW P:RBW_CCP Noong 6203 0 		Context - *Noong|RBW_CCP* nakaraan|JJD ,|PMC 
G:RBW P:RBW_CCP Nung 5467 0 		Context - *Nung|RBW_CCP* naiestablish|VBTS niyang|PRS_CCP 
G:RBW P:RBW_CCP noong 231 21 		Context - ng|CCB Northumbian|NNP *noong|RBW_CCP* 650|CDB .|PMP 
G:RBW P:RBW_CCP noong 2398 35 		Context - na|CCP naganap|VBTS *noong|RBW_CCP* 1531|CDB .|PMP 
G:RBW P:RBW_CCP noong 3320 5 		Context - Sao|NNP Paulo|NNP *noong|RBW_CCP* 1940’s|CDB hanggang|RBW 
G:RBW P:RBW_CCP noong 3580 10 		Context - ng|CCB pagtatala|NNC *noong|RBW_CCP* 2000|CDB ,|PMC 
G:RBW P:RBW_CCP noong 6013 8 		Context - mula|RBL 1,500|CDB *noong|RBW_CCP* 1841|CDB hanggang|RBW 
G:RBW P:RBW_CCP tuwing 4739 14 		Context - ginagawa|VBTR ito|PRO *tuwing|RBW_CCP* may|VBH mandaragit|NNC 
G:RBW P:VBAF dumating 1656 3 		Context - beses|NNC na|CCP *dumating|VBAF* sila|PRP sa|CCT 
G:RBW P:VBTS nakalipas 3864 13 		Context - sa|CCT mga|DTCP *nakalipas|VBTS* na|CCP taon|NNC 
G:RBW P:VBTS nakalipas 4343 14 		Context - siglo|NNC ang|DTC *nakalipas|VBTS* na|CCP dumodoble|VBTR 
G:RBW P:VBW Matapos 2857 0 		Context - *Matapos|VBW* ang|DTC pagpanaw|NNC 
G:RBW P:VBW Pagkalipas 138 0 		Context - *Pagkalipas|VBW* ng|CCB isang|PRI_CCP 
G:RBW P:VBW Pagkatapos 2845 0 		Context - *Pagkatapos|VBW* ng|CCB Ikalawang|NNP_CCP 
G:RBW P:VBW matapos 25 26 		Context - taon|NNC ,|PMC *matapos|VBW* ang|DTC kanyang|PRSP_CCP 
